Event Num,Event Title,Article Set,Selected Article,Stakeholder,Giver,Receiver,Problematic Behavior,Aftermath,Platform,Link
58966,Russian hackers who stole DNC emails failed at social media. WikiLeaks helped.,"('Russian hackers who stole DNC emails failed at social media. WikiLeaks helped.', 'the washington post', '2019-11-12')","('Russian hackers who stole DNC emails failed at social media. WikiLeaks helped.', 'the washington post', '2019-11-12')",n-r->n-r,n-r,n-r,Offensive & Objectionable Content__Hateful Content,,Parler,https://www.washingtonpost.com/business/technology/russian-hackers-who-stole-dnc-emails-failed-at-social-media-wikileaks-helped/2019/11/12/751690ae-0580-11ea-a5e2-fccc16fa3576_story.html
21132,Scottish councillors cautioned about rash twittering,"('Scottish councillors cautioned about rash twittering', 'the hindustan times', '2010-06-07')","('Scottish councillors cautioned about rash twittering', 'the hindustan times', '2010-06-07')",1-i->n-r,1-i,n-r,Offensive & Objectionable Content__Hateful Content,,Twitter,https://www.hindustantimes.com/world/scottish-officials-warned-about-rash-tweets/story-KCAgSXZKKWPMdxw1HQNaaJ.html
61288,Seen on Craigslist: The Online Market for Senate Seats,"('Seen on Craigslist: The Online Market for Senate Seats', 'new york times', '2008-12-10')","('Seen on Craigslist: The Online Market for Senate Seats', 'new york times', '2008-12-10')",1-r->1-i,1-r,1-i,Offensive & Objectionable Content__Hateful Content,,Craigslist,https://archive.nytimes.com/economix.blogs.nytimes.com/2008/12/10/seen-on-craigslist-the-online-market-for-senate-seats/
54784,"So, Mark Zuckerberg wants to repent for Facebook's sins? He can start here | Ellen P Goodman","('So, Mark Zuckerberg wants to repent for Facebook's sins? He can start here | Ellen P Goodman', 'the guardian', '2017-10-02')","('So, Mark Zuckerberg wants to repent for Facebook's sins? He can start here | Ellen P Goodman', 'the guardian', '2017-10-02')",S->n-r,S,n-r,Offensive & Objectionable Content_Hateful Content,Public Apology,Facebook,https://www.theguardian.com/commentisfree/2017/oct/02/mark-zuckerberg-repent-facebooks-sins
1598,Stephen King and Ted Cruz feud on Twitter,"('Stephen King and Ted Cruz feud on Twitter', 'los angeles times', '2018-07-16')","('Stephen King and Ted Cruz feud on Twitter', 'los angeles times', '2018-07-16')",1-i->1-i,1-i,1-i,Offensive & Objectionable Content_Hateful Content,,Twitter,https://www.latimes.com/books/la-et-jc-stephen-king-ted-cruz-20180716-story.html
13760,Steve King Back in Spotlight After Comments on Uighurs,"('Steve King Back in Spotlight After Comments on Uighurs', 'new york times', '2019-08-27')","('Steve King Back in Spotlight After Comments on Uighurs', 'new york times', '2019-08-27')",1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Hateful Content,,Twitter,https://www.nytimes.com/2019/08/27/us/politics/steve-king-china-uighurs.html
12484,"Tamil Nadu man posts beef fest invite on FB, held","('Tamil Nadu man posts beef fest invite on FB, held', 'the hindustan times', '2019-07-18')","('Tamil Nadu man posts beef fest invite on FB, held', 'the hindustan times', '2019-07-18')",1-i->n-r,1-i,n-r,Offensive & Objectionable Content__Hateful Content,Legal Action,Facebook,https://www.hindustantimes.com/india-news/tamil-nadu-man-posts-beef-fest-invite-on-fb-held/story-d3EW0lBpNd5NmEYZupZX9I.html
35623,Temasek calls out racist Facebook posts,"('Temasek calls out racist Facebook posts', 'the straits times', '2020-08-16')","('Temasek calls out racist Facebook posts', 'the straits times', '2020-08-16')",n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Hateful Content,,Facebook,https://www.straitstimes.com/singapore/temasek-slams-racist-facebook-posts-targeting-its-indian-employees
14610,This Story Stinks,"('This Story Stinks', 'new york times', '2013-03-03')","('This Story Stinks', 'new york times', '2013-03-03')",n-r->n-r,n-r,n-r,Offensive & Objectionable Content__Hateful Content,,Online,https://www.nytimes.com/2013/03/03/opinion/sunday/this-story-stinks.html
12813,"Troll calls R Madhavan 'fake' for having a cross at home, actor says 'don't worry about respect from likes of you'","('Troll calls R Madhavan 'fake' for having a cross at home, actor says 'don't worry about respect from likes of you'', 'the hindustan times', '2019-08-16')","('Troll calls R Madhavan 'fake' for having a cross at home, actor says 'don't worry about respect from likes of you'', 'the hindustan times', '2019-08-16')",1-r->1-i,1-r,1-i,Offensive & Objectionable Content_Hateful Content,,Twitter,https://www.hindustantimes.com/bollywood/troll-calls-r-madhavan-fake-for-having-a-cross-at-home-actor-says-don-t-worry-about-respect-from-likes-of-you/story-j6zBXipl59Th1BH2I5qiMO.html
55909,Trump Calls Attorney General Jeff Sessions 'Beleaguered'; President's comment comes in tweet criticizing Russia probes,"('Trump Calls Attorney General Jeff Sessions 'Beleaguered'; President's comment comes in tweet criticizing Russia probes', 'wall street journal', '2017-07-24')","('Trump Calls Attorney General Jeff Sessions 'Beleaguered'; President's comment comes in tweet criticizing Russia probes', 'wall street journal', '2017-07-24')",1-i->1-i,1-i,1-i,Offensive & Objectionable Content__Hateful Content,,Twitter,https://www.wsj.com/articles/trump-calls-attorney-general-jeff-sessions-beleaguered-1500908807
696,Twitter faces questions over hate speech as it appears to disband Brussels office,"('Twitter faces questions over hate speech as it appears to disband Brussels office', 'the guardian', '2022-11-24')","('Twitter faces questions over hate speech as it appears to disband Brussels office', 'the guardian', '2022-11-24')",n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Hateful Content,,Twitter,https://www.theguardian.com/technology/2022/nov/24/twitter-brussels-office-elon-musk-eu-questions
19393,"Twitter, Facebook postings can kill dreams of landing your dream job","('Twitter, Facebook postings can kill dreams of landing your dream job', 'the hindustan times', '2011-06-25')","('Twitter, Facebook postings can kill dreams of landing your dream job', 'the hindustan times', '2011-06-25')",1-r->n-r,1-r,n-r,Offensive & Objectionable Content__Hateful Content,,Facebook,https://www.medindia.net/news/dreams-of-landing-your-dream-job-can-be-wiped-out-by-twitter-facebook-postings-87023-1.htm
20718,Unmasking the Commenters,"('Unmasking the Commenters', 'new york times', '2010-04-12')","('Unmasking the Commenters', 'new york times', '2010-04-12')",1-r->1-r,1-r,1-r,Offensive & Objectionable Content__Hateful Content,Legal Action,The Plain Dealer,https://www.nytimes.com/2010/04/12/technology/12comments.html
56129,Video of Police Officer Knocking Down Woman and Child Incenses China,"('Video of Police Officer Knocking Down Woman and Child Incenses China', 'new york times', '2017-09-02')","('Video of Police Officer Knocking Down Woman and Child Incenses China', 'new york times', '2017-09-02')",n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Simple Virality,Legal Action,"Weibo, Weechat",https://www.nytimes.com/2017/09/02/world/asia/china-video-police-woman-and-child.html
21729,Video of US man refusing full-body scan at airport goes viral,"('Video of US man refusing full-body scan at airport goes viral', 'the hindustan times', '2010-11-16')","('Video of US man refusing full-body scan at airport goes viral', 'the hindustan times', '2010-11-16')",1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Simple Virality,,Youtube,https://www.oneindia.com/2010/11/16/videoof-us-man-refusing-full-body-scan-at-airport-goesvira.html
16123,Video of Violent Hazing in Paramilitary Unit Stirs Dismay in China,"('Video of Violent Hazing in Paramilitary Unit Stirs Dismay in China', 'new york times', '2013-12-10')","('Video of Violent Hazing in Paramilitary Unit Stirs Dismay in China', 'new york times', '2013-12-10')",1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,Public Backlash,Online,https://archive.nytimes.com/sinosphere.blogs.nytimes.com/2013/12/10/video-of-violent-hazing-in-paramilitary-unit-stirs-dismay-in-china/
51632,Video stirs elite campus; Brentwood School students' parroting of N-word in rap lyrics sparks debate.,"('Video stirs elite campus; Brentwood School students' parroting of N-word in rap lyrics sparks debate.', 'los angeles times', '2016-05-19')","('Video stirs elite campus; Brentwood School students' parroting of N-word in rap lyrics sparks debate.', 'los angeles times', '2016-05-19')",1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Hateful Content,Public Backlash,Snapchat,https://www.latimes.com/local/lanow/la-me-ln-brentwood-school-video-20160518-snap-story.html
22093,Videos Rouse Russian Anger Toward Police,"('Videos Rouse Russian Anger Toward Police', 'new york times', '2010-07-27')","('Videos Rouse Russian Anger Toward Police', 'new york times', '2010-07-27')",1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Simple Virality,Legal Action,Youtube,https://www.nytimes.com/2010/07/28/world/europe/28russia.html
33407,Vietnamese Facebooker arrested for 'abusing democratic freedoms',"('Vietnamese Facebooker arrested for 'abusing democratic freedoms'', 'dpa international (english)', '2020-12-18')","('Vietnamese Facebooker arrested for 'abusing democratic freedoms'', 'dpa international (english)', '2020-12-18')",1-r->n-i,1-r,n-i,Offensive & Objectionable Content__Hateful Content,Legal Action,Facebook,https://gna.org.gh/2020/12/vietnamese-facebooker-arrested-for-abusing-democratic-freedoms/
35539,"Vir Das takes a dig at bratty movie stars in new video: Demands 80% higher fee than female actors, harasses 'spot dada'","('Vir Das takes a dig at bratty movie stars in new video: Demands 80% higher fee than female actors, harasses 'spot dada'', 'the hindustan times', '2020-07-09')","('Vir Das takes a dig at bratty movie stars in new video: Demands 80% higher fee than female actors, harasses 'spot dada'', 'the hindustan times', '2020-07-09')",1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Hateful Content,,Twitter,https://www.hindustantimes.com/tv/vir-das-takes-a-dig-at-bratty-movie-stars-in-new-video-demands-80-higher-fee-than-female-actors-harasses-spot-dada/story-CvBo44jh3PMnaP7ZDASrtO.html
50593,"We need to talk about the online radicalisation of young, white men | Abi Wilkinson","('We need to talk about the online radicalisation of young, white men | Abi Wilkinson', 'the guardian', '2016-11-15')","('We need to talk about the online radicalisation of young, white men | Abi Wilkinson', 'the guardian', '2016-11-15')",n-r->n-r,n-r,n-r,Offensive & Objectionable Content__Hateful Content,,"Reddit, Online",https://www.theguardian.com/commentisfree/2016/nov/15/alt-right-manosphere-mainstream-politics-breitbart
510,Young LGBTQ+ people more than twice as likely to experience hate speech online,"('Young LGBTQ+ people more than twice as likely to experience hate speech online', 'the guardian', '2022-10-17')","('Young LGBTQ+ people more than twice as likely to experience hate speech online', 'the guardian', '2022-10-17')",S->n-r,S,n-r,Offensive & Objectionable Content__Hateful Content,Mental Health,"Reddit, Twitter, TikTok, Tumblr",https://www.theguardian.com/society/2022/oct/17/young-lgbtq-people-more-than-twice-as-likely-to-experience-hate-speech-online
15598,YouTube Dog-Washing Video Sparks Furor in Malaysia,"('YouTube Dog-Washing Video Sparks Furor in Malaysia', 'wall street journal', '2013-08-21')","('YouTube Dog-Washing Video Sparks Furor in Malaysia', 'wall street journal', '2013-08-21')",1-r->n-r,1-r,n-r,Offensive & Objectionable Content__Hateful Content,Legal Action,Youtube,https://www.wsj.com/articles/SB10001424127887324619504579026690395822268
7129,YouTube takes down Alesha killer's violent online channel,"('YouTube takes down Alesha killer's violent online channel', 'the daily telegraph', '2019-02-25')","('YouTube takes down Alesha killer's violent online channel', 'the daily telegraph', '2019-02-25')",1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Graphic&Violent Content,,Youtube,https://www.bbc.co.uk/news/uk-scotland-47348247
38657,"YouTube, breeding ground for Korea's far right","('YouTube, breeding ground for Korea's far right', 'the korea times', '2020-01-01')","('YouTube, breeding ground for Korea's far right', 'the korea times', '2020-01-01')",n-i->n-r,n-i,n-r,Offensive & Objectionable Content_Hateful Content,Public Message to Social Media,Youtube,https://www.koreatimes.co.kr/amp/southkorea/politics/20200101/youtube-breeding-ground-for-koreas-far-right
24921,"Angry Customers Use Web to Shame Firms; Blogs, Videos Are Tools of Retribution","(Angry Customers Use Web to Shame Firms; Blogs, Videos Are Tools of Retribution, the washington post, 2006-07-05)","(Angry Customers Use Web to Shame Firms; Blogs, Videos Are Tools of Retribution, the washington post, 2006-07-05)",n-r->1-i,n-r,1-i,Offensive & Objectionable Content__Hateful Content,,Online,https://www.washingtonpost.com/archive/business/2006/07/05/angry-customers-use-web-to-shame-firms-span-classbankheadblogs-videos-are-tools-of-retributionspan/1a38bbf5-2b30-400b-ae85-ce077e568170/?utm_term=.489dd2ea0d15
45853,Social-Site Struggle: Policing Live Video,"(Another Night, Another Shooting on Facebook Live, new york times, 2016-07-13), (Facebook live-stream of Norfolk shooting adds new dimension to videos of crimes, the washington post, 2016-07-13), (WSJ.D Technology: Live Video Poses New Test --- Social-media firms struggle to monitor violent images posted by users with no filters, wall street journal, 2016-07-12), (New Challenge for Social Media: Policing Violent Live Videos; Inconsistency in handling clips like the fatal shooting of Dallas officers highlights monitoring difficulties, wall street journal, 2016-07-11), (More Than 50 Protesters Arrested in Baton Rouge; Detroit police arrest four men for Facebook posts in which they allegedly threatened to kill police officers, wall street journal, 2016-07-11)","(Another Night, Another Shooting on Facebook Live, new york times, 2016-07-13)",1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,,Facebook (Live),https://www.nytimes.com/2016/07/14/us/another-night-another-shooting-on-facebook-live.html
61614,"Auctions: Online advert aims to bury Bury, not praise it","(Auctions: Online advert aims to bury Bury, not praise it, the guardian, 2006-02-25)","(Auctions: Online advert aims to bury Bury, not praise it, the guardian, 2006-02-25)",1-r->1-i,1-r,1-i,Offensive & Objectionable Content_Simple Virality,,ebay,https://www.theguardian.com/media/2006/feb/25/newmedia.advertising
11298,B'luru: Engg student convicted for his comments on FB over Pulwama attack,"(Bengaluru engineering student gets 5-year jail for celebrating Pulwama killings on Facebook, the times of india, 2022-11-02)","(Bengaluru engineering student gets 5-year jail for celebrating Pulwama killings on Facebook, the times of india, 2022-11-02)",1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Hateful Content,Legal Action,Facebook,https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-engineering-student-gets-5-year-jail-for-celebrating-pulwama-killings-on-facebook/articleshow/95216160.cms
31913,"Kangana Ranaut's Twitter account temporarily restricted, she warns, ""Tumhara jeena dushwar karke rahungi""","(Bolly Buzz: Kangana Ranaut's Twitter handle restricted, Rhea Chakraborty snapped buying flowers, the times of india, 2021-01-21), (Twitter justifies restricting Kangana Ranaut's account after incendiary Tandav tweet, the hindustan times, 2021-01-20), (Twitter restricts Kangana's account briefly for now-deleted post on series, the times of india, 2021-01-21)","(Bolly Buzz: Kangana Ranaut's Twitter handle restricted, Rhea Chakraborty snapped buying flowers, the times of india, 2021-01-21)",1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Simple Virality,Banned from Social Media,Twitter,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/bolly-buzz-kangana-ranauts-twitter-handle-restricted-rhea-chakraborty-snapped-buying-flowers/articleshow/80368881.cms
21490,Coca-Cola pulls Facebook promotion after parent complains about 'offensive' references to porn film,"(Coca-Cola faces flak for using porn to attract children on Facebook, the hindustan times, 2010-07-19), (Now, an application that wipes off all about your ex on Facebook, the hindustan times, 2010-07-19), (Another Suit Over the Spoils of Facebook, bloomberg businessweek, 2010-07-19), (G2: Charlie Brooker: Offensive Facebook groups are 10 a penny. Yet sympathy is in short supply, the guardian, 2010-07-19)","(Coca-Cola faces flak for using porn to attract children on Facebook, the hindustan times, 2010-07-19)",1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Nudity & Sexual Activity,Public Apology,Facebook,https://www.telegraph.co.uk/technology/facebook/7897706/Coca-Cola-accused-of-using-porn-to-target-children-on-Facebook.html
16425,Deadly mix in Benghazi: False allies and a video,"(Deadly Mix in Benghazi: False Allies, Crude Video, new york times, 2013-12-29)","(Deadly Mix in Benghazi: False Allies, Crude Video, new york times, 2013-12-29)",1-r->n-r,1-r,n-r,Offensive & Objectionable Content__Hateful Content,Violent Behaivor,Youtube,https://www.nytimes.com/2013/12/29/world/middleeast/searching-for-truth-in-benghazi.html
2927,U.S. News: Judge Thwarts Trump's Twitter Exclusion --- Ruling says president can't block readers on platform because of their political views,"(Trump loses Twitter ruling; It's unconstitutional for president to block critics on social media because it's a 'public forum,' judge says., los angeles times, 2018-05-24), (Donald Trump cannot block anyone on Twitter, court rules, the guardian, 2018-05-23), (Trump’s Blocking of Twitter Users Is Unconstitutional, Judge Says, new york times, 2018-05-23), (Judge rules Trump can't block Twitter users from his account, dpa international (english), 2018-05-23), (Judge Rules Trump May Not Block Critics on Twitter; President's social-media feed, which he often uses to address a variety of issues, is found to be a 'designated public forum', wall street journal, 2018-05-23), (U.S. court rules Trump cannot block people on Twitter, xinhua news agency - ceis, 2018-05-25), (Trump blocking his critics on Twitter violates 1st Amendment, judge rules, los angeles times, 2018-05-23), (Blocked by Trump: Twitter Users Sound Off on Being Barred, new york times, 2018-05-23), (Judge Rules President Can't Block Twitter Foes, new york times, 2018-05-24)","(Donald Trump cannot block anyone on Twitter, court rules, the guardian, 2018-05-23)",n-r->1-i,n-r,1-i,Offensive & Objectionable Content_Hateful Content,Legal Action,Twitter,https://www.theguardian.com/us-news/2018/may/23/trump-twitter-block-ruling-court-public-forum-account
24884,Effort to Combat Child Pornography on Internet Would Close Sites,"(Effort to Combat Child Pornography on Internet Would Close Sites, new york times, 2006-09-21)","(Effort to Combat Child Pornography on Internet Would Close Sites, new york times, 2006-09-21)",n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Nudity & Sexual Activity,Government Initiative,Online,https://www.nytimes.com/2006/09/21/us/effort-to-combat-child-pornography-would-close-web-sites.html
37353,EXCHANGE --- Facebook to Review Content Policies on Civil Unrest,"(Facebook to Review Content Policies Related to Civil Unrest, Violence; The company has faced criticism over its decision to not moderate or take down some posts, wall street journal, 2020-06-06)","(Facebook to Review Content Policies Related to Civil Unrest, Violence; The company has faced criticism over its decision to not moderate or take down some posts, wall street journal, 2020-06-06)",n-r->n-r,n-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,Social Media Policy Change,Facebook,https://www.wsj.com/livecoverage/protests-george-floyd-death-2020-06-05/card/PqpPYfKAOCNbYNoQArcm
55574,‘Friend Request’: Mild Facebook anxiety becomes a supernatural nightmare,"(Facebook’s Frankenstein Moment, new york times, 2017-09-21)","(Facebook’s Frankenstein Moment, new york times, 2017-09-21)",S->n-r,S,n-r,Offensive & Objectionable Content__Hateful Content,,Facebook,https://www.nytimes.com/2017/09/21/technology/facebook-frankenstein-sandberg-ads.html
10722,"Raj goons shoot man dead, own up in video","(Goons shoot man, own it up on video, the times of india, 2023-03-09), (Man shot dead, goons release video to own up murder at Behror, the times of india, 2023-03-09), (Rajasthan goons gun down man, own up in video, the times of india, 2023-03-10)","(Goons shoot man, own it up on video, the times of india, 2023-03-09)",1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,Legal Action,Social Media,https://timesofindia.indiatimes.com/city/jaipur/rajasthan-goons-gun-down-man-own-up-in-video/articleshow/98504380.cms
55301,Guj mulls law to prevent social media misuse,"(Guj mulls new law to prevent 'misuse' of social media, the times of india, 2017-08-06), (Guj mulls law to prevent 'misuse of social media', the times of india, 2017-08-06), (Gujarat mulls social media 'misuse' law, the times of india, 2017-08-07), (Australian public servants banned from using social media to criticize gov't, xinhua news agency - ceis, 2017-08-08), (Public servants warned against liking anti-government social media posts, the guardian, 2017-08-07)","(Guj mulls new law to prevent 'misuse' of social media, the times of india, 2017-08-06)",1-r->n-r,1-r,n-r,Offensive & Objectionable Content__Hateful Content,Legal Action,Social Media,https://timesofindia.indiatimes.com/city/ahmedabad/gujarat-mulls-law-to-prevent-misuse-of-social-media/articleshow/59937139.cms
49619,History of communal hatred on new Tripura governor Tathagata Roy's Twitter timeline,"(History of communal hatred on new Tripura governor's Twitter timeline, the hindustan times, 2015-05-17)","(History of communal hatred on new Tripura governor's Twitter timeline, the hindustan times, 2015-05-17)",1-i->n-r,1-i,n-r,Offensive & Objectionable Content__Hateful Content,,Twitter,https://www.hindustantimes.com/india/history-of-communal-hatred-on-new-tripura-governor-s-twitter-timeline/story-K41FG3DNjnMd9CrYenL65M.html
20025,"Barton to face FA probe over Twitter attack on McCarthy, Henry","(Joey Barton hits back at Karl Henry on Twitter after QPR win, the guardian, 2011-09-17)","(Joey Barton hits back at Karl Henry on Twitter after QPR win, the guardian, 2011-09-17)",1-i->1-i,1-i,1-i,Offensive & Objectionable Content__Hateful Content,,Twitter,https://www.theguardian.com/football/2011/sep/17/joey-barton-karl-henry-twitter
28382,"Afternoon brief: Manipur CM taunts Kuki users with 'Myanmar' tweets, then deletes; and all the latest news","(Manipur CM Biren Singh taunts Kuki users with 'Myanmar' tweets. Deleted, the hindustan times, 2023-07-01)","(Manipur CM Biren Singh taunts Kuki users with 'Myanmar' tweets. Deleted, the hindustan times, 2023-07-01)",1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Hateful Content,,Twitter,https://www.hindustantimes.com/india-news/manipur-cm-biren-singh-taunts-kuki-users-with-myanmar-tweets-deleted-101688190642774.html
6747,The Constitution and the President’s Tweets,"(Next time Trump bullies someone on Twitter, the company might call him out on it, the washington post, 2019-03-28), (The Constitution and the President's Tweets, new york times, 2019-03-29), (HC seeks Twitter CEO's reply on caste tweet, the times of india, 2019-03-28), (Twitter CEO told to file reply for caste tweet, the times of india, 2019-03-28), (Twitter CEO Dorsey asked to file reply on Brahmin tweet, the times of india, 2019-03-28), (Trump tweets that FBI and Justice Department will look into Jussie Smollett case in Chicago, chicago tribune, 2019-03-28)","(Next time Trump bullies someone on Twitter, the company might call him out on it, the washington post, 2019-03-28)",1-i->1-i,1-i,1-i,Offensive & Objectionable Content_Hateful Content,Protective Measures,Twitter,https://www.washingtonpost.com/technology/2019/03/28/twitter-still-wont-remove-trumps-tweets-that-violate-its-rules-it-will-label-them/
45355,"CITY &amp; STATE; Suspect streams standoff on Facebook; Man, 20, is accused of shooting at deputies in Covina as he records the confrontation.","(Prosecutors file charges against Covina man accused of shooting at deputies while recording standoff live on Facebook, los angeles times, 2017-04-11), (Man accused of firing on L.A. County sheriff's deputies records standoff live on Facebook, los angeles times, 2017-04-10)","(Prosecutors file charges against Covina man accused of shooting at deputies while recording standoff live on Facebook, los angeles times, 2017-04-11)",1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Graphic&Violent Content,Legal Action,Facebook (Live),https://www.latimes.com/local/lanow/la-me-chino-shooting-deputies-facebook-20170411-story.html
45182,"All Trump has to do is sound presidential to get everything he wants. Instead, he logs on to Twitter","(Restoring the Great Lakes takes a back seat to Trump's tweets, chicago tribune, 2017-03-06)","(Restoring the Great Lakes takes a back seat to Trump's tweets, chicago tribune, 2017-03-06)",1-i->1-i,1-i,1-i,Offensive & Objectionable Content__Hateful Content,,Twitter,https://www.chicagotribune.com/2017/03/06/restoring-the-great-lakes-takes-a-back-seat-to-trumps-tweets/
53394,George Soros warns social media could lead to 'totalitarian control',"(Rusia convocó por Facebook a miles de estadounidenses para asistir a actos racistas, el pais, 2018-01-27), (In scathing speech, Soros says tech giants Facebook and Google are doomed, the washington post, 2018-01-27), (George Soros geißelt Facebook und Google, die welt, 2018-01-27)","(Rusia convocó por Facebook a miles de estadounidenses para asistir a actos racistas, el pais, 2018-01-27)",1-i->n-r,1-i,n-r,Offensive & Objectionable Content__Hateful Content,Protective Measures,Facebook,https://elpais.com/internacional/2018/01/26/estados_unidos/1516936636_295762.html
44248,Snapchat cracks down on risque images and fake news,"(Snapchat Discover Takes a Hard Line on Misleading and Explicit Images, new york times, 2017-01-23), (Snapchat's News Arm Targets Graphic Photos, new york times, 2017-01-23), (TECHNOLOGY; L.A. TECH; Snapchat cracks down on media; New guidelines for its Discover section seek to keep racy content from minors., los angeles times, 2017-01-24)","(Snapchat Discover Takes a Hard Line on Misleading and Explicit Images, new york times, 2017-01-23)",S->n-i,S,n-i,Offensive & Objectionable Content_Nudity & Sexual Activity,Protective Measures,Snapchat,https://www.nytimes.com/2017/01/23/technology/snapchat-discover-takes-a-hard-line-on-misleading-and-explicit-images.html
19763,New Jersey High School Teacher Posts Anti-Gay Entry on Facebook,"(Teacher Posts Anti-Gay Entry on Facebook, new york times, 2011-10-14)","(Teacher Posts Anti-Gay Entry on Facebook, new york times, 2011-10-14)",1-r->n-r,1-r,n-r,Offensive & Objectionable Content__Hateful Content,,Facebook,https://www.nytimes.com/2011/10/14/nyregion/teachers-facebook-posts-against-homosexuality-are-questioned.html
58511,Badri-Kedar temple committee files complaint against vlogger who took his pet Husky to Kedarnath,"(Temple body files complaint against vlogger who took his pet dog to Kedarnath, the times of india, 2022-05-21), (Complaint against vlogger who took his pet to Kedarnath, the times of india, 2022-05-21)","(Temple body files complaint against vlogger who took his pet dog to Kedarnath, the times of india, 2022-05-21)",1-i->1-i,1-i,1-i,Offensive & Objectionable Content_Hateful Content,Legal Action,Instagram,https://timesofindia.indiatimes.com/city/dehradun/badri-kedar-temple-committee-files-complaint-against-vlogger-who-took-his-pet-husky-to-kedarnath/articleshow/91695196.cms
48880,"REVIEW --- Science-Fiction Wars: The Rabid Puppies Strike Back --- Online campaigners are pushing hard to give the genre's awards to traditional tales, not more literary works or celebrations of diversity","(The Culture Wars Invade Science Fiction; Online campaigners are pushing to give SF's annual Hugo Awards to popular space yarns, not more literary fiction or tales of diversity, wall street journal, 2015-05-15)","(The Culture Wars Invade Science Fiction; Online campaigners are pushing to give SF's annual Hugo Awards to popular space yarns, not more literary fiction or tales of diversity, wall street journal, 2015-05-15)",1-i->n-r,1-i,n-r,Offensive & Objectionable Content__Hateful Content,Restricted from job/school,Twitter,https://www.wsj.com/articles/the-culture-wars-invade-science-fiction-1431707195
2192,Oil's Twitter War May End Badly for Trump; President's use of Twitter to jawbone the price of oil is in danger of backfiring,"(Trump Leads Twitter Astray, but Will It Fight Back?, new york times, 2018-07-05)","(Trump Leads Twitter Astray, but Will It Fight Back?, new york times, 2018-07-05)",S->n-r,S,n-r,Offensive & Objectionable Content_Hateful Content,,Twitter,https://www.nytimes.com/2018/07/04/technology/employee-uprisings-twitter.html
34699,"Trump’s Black supporters bring attacks from the Internet to convention prime time, in answer to diverse Democratic ticket","(Trump's Black backers bring attacks from Internet fringes to prime time, the washington post, 2020-08-26)","(Trump's Black backers bring attacks from Internet fringes to prime time, the washington post, 2020-08-26)",1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Hateful Content,Public Backlash,Social Media,https://www.washingtonpost.com/politics/black-trump-supporters-republican-convention/2020/08/25/fadeb30e-e600-11ea-970a-64c73a1c2392_story.html
29427,Uttarakhand's education dept to monitor FB posts of teachers for 'controversial comments',"(Uttarakhand edu dept to monitor FB posts of teachers, the times of india, 2021-07-23)","(Uttarakhand edu dept to monitor FB posts of teachers, the times of india, 2021-07-23)",n-r->1-i,n-r,1-i,Offensive & Objectionable Content_Hateful Content,Protective Measures,Facebook,https://timesofindia.indiatimes.com/city/dehradun/uttarakhands-education-dept-to-monitor-fb-posts-of-teachers-for-controversial-comments/articleshow/84656363.cms
9088,Online Hate in Germany Brings Real-Life Arrests,"(Where Online Hate Speech Can Bring the Police to Your Door, new york times, 2022-09-23)","(Where Online Hate Speech Can Bring the Police to Your Door, new york times, 2022-09-23)",1-r->n-r,1-r,n-r,Offensive & Objectionable Content__Hateful Content,Legal Action,Facebook,https://www.nytimes.com/2022/09/23/technology/germany-internet-speech-arrest.html
14933,Justin Bieber draws outrage for comments at Anne Frank House (Posted 2013-04-15 16:35:07),"('Justin Bieber draws outrage for comments at Anne Frank House (Posted 2013-04-15 16:35:07)', 'the washington post', '2013-01-01')",Anger over Justin Bieber's Anne Frank message,1-i->1-r,1-i,1-r,Offensive & Objectionable Content_Hateful Content,,Facebook,"https://www.bbc.com/news/world-europe-22146859#:~:text=Justin%20Bieber%20has%20caused%20outrage,would%20have%20been%20a%20belieber.%22"
22253,,"(Bangladesh blocks facebook, 2010)",Bangladesh blocks facebook,1-r->n-r,1-r,n-r,Offensive & Objectionable Content_Hateful Content,"Platform Ban, Public Protest",Facebook,
,,"(Briefly: Jackson says Fox sees 'harm' in comments, 2005)",Briefly: Jackson says Fox sees 'harm' in comments,1-i->n-r,1-i,n-r,Offensive & Objectionable Content_Hateful Content,Public Apology,Online,
